city
魏县
曲周
桥东
桥西
临城
内丘
柏乡
隆尧
任县
南和
宁晋
巨鹿
新河
广宗
平乡
威县
清河
临西
竞秀
莲池
满城
清苑
徐水
涞水
阜平
定兴
唐县
高阳
容城
涞源
望都
安新
易县
曲阳
蠡县
顺平
博野
雄县
桥西
桥东
宣化
下花园
万全
崇礼
张北
康保
沽源
尚义
蔚县
阳原
怀安
怀来
涿鹿
赤城
双桥
双滦
鹰手营子矿
兴隆
滦平
隆化
丰宁
宽城
围场族
运河
新华
沧县
青县
东光
海兴
盐山
肃宁
南皮
吴桥
献县
孟村
广阳
安次
固安
永清
香河
大城
文安
大厂
桃城
冀州
枣强
武邑
武强
饶阳
安平
故城
景县
阜城
杏花岭
小店
迎泽
尖草坪
万柏林
晋源
清徐
阳曲
娄烦
平城
云冈
新荣
云州
阳高
天镇
广灵
灵丘
浑源
左云
城区
矿区
郊区
平定
盂县
潞州
上党
屯留
潞城
襄垣
平顺
黎城
壶关
长子
武乡
沁县
沁源
城区
沁水
阳城
陵川
泽州
朔城
平鲁
山阴
应县
右玉
榆次
榆社
左权
和顺
昔阳
寿阳
太谷
祁县
平遥
灵石
盐湖
临猗
万荣
闻喜
稷山
新绛
绛县
垣曲
夏县
平陆
芮城
忻府
定襄
五台
代县
繁峙
宁武
静乐
神池
五寨
岢岚
河曲
保德
偏关
尧都
曲沃
翼城
襄汾
洪洞
古县
安泽
浮山
吉县
乡宁
大宁
隰县
永和
蒲县
汾西
离石
文水
交城
兴县
临县
柳林
石楼
岚县
方山
中阳
交口
新城
回民
玉泉
赛罕
托克托
和林格尔
清水河
武川
昆都仑
东河
青山
石拐
白云鄂博矿
九原
固阳
海勃湾
乌达
红山
元宝山
松山
林西
宁城
科尔沁
开鲁
东胜
康巴什
海拉尔
扎赉诺尔
临河
五原
磴口
集宁
卓资
化德
商都
兴和
凉城
突泉
多伦
沈河
和平
大东
皇姑
铁西
苏家屯
浑南
沈北新
于洪
辽中
康平
法库
西岗
沙河口
甘井子
旅顺口
金州
普兰店
长海
铁东
铁西
立山
千山
台安
岫岩
顺城
新抚
东洲
望花
新宾
清原
平山
溪湖
明山
南芬
本溪
桓仁
振兴
元宝
振安
宽甸
太和
古塔
凌河
黑山
义县
站前
西市
鲅鱼圈
老边
细河
海州
新邱
太平
清河门
彰武
阜新族
白塔
文圣
宏伟
弓长岭
太子河
兴隆台
双台子
大洼
盘山
银州
清河
西丰
昌图
双塔
龙城
建平
喀喇沁
龙港
连山
南票
绥中
建昌
南关
宽城
二道
绿园
双阳
九台
农安
船营
龙潭
丰满
永吉
铁西
铁东
梨树
伊通
龙山
东丰
东辽
东昌
二道江
辉南
柳河
浑江
江源
抚松
靖宇
长白
宁江
长岭
乾安
前郭尔罗斯族
洮北
镇赉
通榆
汪清
安图
松北
道里
南岗
道外
平房
香坊
呼兰
阿城
双城
依兰
方正
宾县
巴彦
木兰
通河
延寿
建华
龙沙
铁锋
昂昂溪
富拉尔基
碾子山
梅里斯
龙江
依安
泰来
富裕
克山
克东
拜泉
鸡冠
恒山
滴道
梨树
城子河
麻山
鸡东
向阳
工农
南山
兴安
东山
兴山
萝北
绥滨
尖山
岭东
四方台
宝山
集贤
友谊
宝清
饶河
萨尔图
龙凤
让胡路
红岗
肇州
肇源
林甸
杜尔伯特族
南岔
友好
西林
翠峦
新青
美溪
金山屯
五营
乌马河
汤旺河
带岭
乌伊岭
红星
上甘岭
嘉荫
前进
向阳
东风
郊区
桦南
桦川
汤原
桃山
新兴
茄子河
勃利
东安
阳明
爱民
林口
爱辉
嫩江
逊克
孙吴
北林
望奎
兰西
青冈
庆安
明水
绥棱
呼玛
塔河
黄浦
徐汇
长宁
静安
普陀
虹口
杨浦
闵行
宝山
嘉定
浦东新
金山
松江
青浦
奉贤
崇明
玄武
秦淮
建邺
鼓楼
浦口
雨花台
江宁
六合
溧水
高淳
梁溪
锡山
惠山
滨湖
新吴
云龙
鼓楼
贾汪
泉山
铜山
丰县
沛县
睢宁
新北
天宁
钟楼
武进
金坛
姑苏
虎丘
吴中
相城
吴江
崇川
港闸
通州
如东
海州
连云
赣榆
东海
灌云
灌南
淮阴
清江浦
洪泽
涟水
盱眙
金湖
亭湖
盐都
大丰
响水
滨海
阜宁
射阳
建湖
邗江
广陵
江都
宝应
京口
润州
丹徒
海陵
高港
姜堰
宿城
宿豫
沭阳
泗阳
泗洪
拱墅
上城
下城
江干
西湖
滨江
萧山
余杭
富阳
临安
桐庐
淳安
海曙
江北
北仑
镇海
鄞州
奉化
象山
宁海
鹿城
龙湾
瓯海
洞头
永嘉
平阳
苍南
文成
泰顺
南湖
秀洲
嘉善
海盐
吴兴
南浔
德清
长兴
安吉
越城
柯桥
上虞
新昌
婺城
金东
武义
浦江
磐安
柯城
衢江
常山
开化
龙游
定海
普陀
岱山
嵊泗
椒江
黄岩
路桥
三门
天台
仙居
莲都
青田
缙云
遂昌
松阳
云和
庆元
景宁畲族
蜀山
瑶海
庐阳
包河
长丰
肥东
肥西
庐江
鸠江
镜湖
弋江
三山
繁昌
南陵
无为
蚌山
龙子湖
禹会
淮上
怀远
五河
固镇
田家庵
大通
谢家集
八公山
潘集
凤台
寿县
雨山
花山
博望
当涂
含山
和县
相山
杜集
烈山
濉溪
铜官
义安
郊区
枞阳
大观
迎江
宜秀
怀宁
太湖
宿松
望江
岳西
屯溪
徽州
歙县
休宁
黟县
祁门
琅琊
南谯
来安
全椒
定远
凤阳
颍州
颍东
颍泉
临泉
太和
阜南
颍上
埇桥
砀山
萧县
灵璧
泗县
金安
裕安
叶集
霍邱
舒城
金寨
霍山
谯城
涡阳
蒙城
利辛
贵池
东至
石台
青阳
宣州
郎溪
广德
泾县
绩溪
旌德
鼓楼
台江
仓山
马尾
晋安
长乐
闽侯
连江
罗源
闽清
永泰
平潭
思明
海沧
湖里
集美
同安
翔安
城厢
涵江
荔城
秀屿
仙游
梅列
三元
明溪
清流
宁化
大田
尤溪
沙县
将乐
泰宁
建宁
丰泽
鲤城
洛江
泉港
惠安
安溪
永春
德化
金门
龙文
芗城
云霄
漳浦
诏安
长泰
东山
南靖
平和
华安
建阳
延平
顺昌
浦城
光泽
松溪
政和
新罗
永定
长汀
上杭
武平
连城
蕉城
霞浦
古田
屏南
寿宁
周宁
柘荣
东湖
西湖
青云谱
湾里
青山湖
新建
安义
进贤
昌江
珠山
浮梁
安源
湘东
莲花
上栗
芦溪
浔阳
濂溪
柴桑
武宁
修水
永修
德安
都昌
湖口
彭泽
渝水
分宜
月湖
余江
章贡
南康
赣县
信丰
大余
上犹
崇义
安远
龙南
定南
全南
宁都
于都
兴国
会昌
寻乌
石城
吉州
青原
吉水
峡江
新干
永丰
泰和
遂川
万安
安福
永新
袁州
奉新
万载
上高
宜丰
靖安
铜鼓
临川
东乡
南城
黎川
南丰
崇仁
乐安
宜黄
金溪
资溪
广昌
信州
广丰
玉山
铅山
横峰
弋阳
余干
鄱阳
万年
婺源
市中
历下
槐荫
天桥
历城
长清
章丘
济阳
平阴
商河
市南
市北
黄岛
崂山
李沧
城阳
即墨
张店
淄川
博山
临淄
周村
桓台
高青
沂源
薛城
市中
峄城
台儿庄
山亭
河口
垦利
利津
广饶
莱山
芝罘
福山
牟平
长岛
奎文
潍城
寒亭
坊子
临朐
昌乐
任城
兖州
微山
鱼台
金乡
嘉祥
汶上
泗水
梁山
泰山
岱岳
宁阳
东平
环翠
文登
岚山
五莲
莒县
莱城
钢城
兰山
罗庄
河东
沂南
郯城
沂水
兰陵
费县
平邑
莒南
蒙阴
临沭
德城
陵城
宁津
庆云
临邑
齐河
平原
夏津
武城
东昌府
阳谷
莘县
茌平
东阿
冠县
高唐
滨城
沾化
惠民
阳信
无棣
博兴
牡丹
定陶
曹县
单县
成武
巨野
郓城
鄄城
东明
岳麓
芙蓉
天心
开福
雨花
望城
天元
荷塘
芦淞
石峰
渌口
攸县
茶陵
炎陵
岳塘
雨湖
蒸湘
珠晖
雁峰
石鼓
南岳
衡南
衡山
衡东
祁东
大祥
双清
北塔
邵东
新邵
隆回
洞口
绥宁
新宁
城步
岳阳楼
云溪
君山
华容
湘阴
平江
武陵
鼎城
安乡
汉寿
澧县
临澧
桃源
石门
永定
武陵源
慈利
桑植
赫山
南县
桃江
安化
北湖
苏仙
桂阳
宜章
永兴
嘉禾
临武
汝城
桂东
安仁
冷水滩
零陵
祁阳
东安
双牌
道县
江永
宁远
蓝山
新田
江华
鹤城
中方
沅陵
辰溪
溆浦
会同
麻阳
新晃
芷江
靖州
通道
娄星
双峰
新化
泸溪
凤凰
花垣
保靖
古丈
永顺
龙山
越秀
荔湾
海珠
天河
白云
黄埔
番禺
花都
南沙
增城
从化
浈江
武江
曲江
始兴
仁化
翁源
新丰
乳源
福田
罗湖
南山
宝安
龙岗
盐田
龙华
坪山
光明
香洲
斗门
金湾
金平
龙湖
濠江
潮阳
潮南
澄海
南澳
禅城
南海
顺德
三水
高明
蓬江
江海
新会
赤坎
霞山
坡头
麻章
遂溪
徐闻
茂南
电白
端州
鼎湖
高要
广宁
怀集
封开
德庆
惠城
惠阳
博罗
惠东
龙门
梅江
梅
大埔
丰顺
五华
平远
蕉岭
城区
海丰
陆河
源城
紫金
龙川
连平
和平
东源
江城
阳东
阳西
清城
清新
佛冈
阳山
连山
连南
湘桥
潮安
饶平
榕城
揭东
揭西
惠来
云城
云安
新兴
郁南
青秀
江南
西乡塘
良庆
邕宁
武鸣
隆安
马山
上林
宾阳
横县
柳北
城中
鱼峰
柳南
柳江
柳城
鹿寨
融安
融水
三江
临桂
秀峰
叠彩
象山
七星
雁山
阳朔
灵川
全州
兴安
永福
灌阳
资源
平乐
龙胜
恭城
长洲
万秀
龙圩
苍梧
藤县
蒙山
银海
铁山港
合浦
港口
防城
上思
钦南
钦北
灵山
浦北
港北
港南
覃塘
平南
玉州
福绵
容县
陆川
博白
兴业
右江
田阳
田东
平果
德保
那坡
凌云
乐业
田林
西林
隆林
八步
平桂
昭平
钟山
富川
金城江
宜州
南丹
天峨
凤山
东兰
罗城
环江
巴马
都安
大化
兴宾
忻城
象州
武宣
金秀
江州
扶绥
宁明
龙州
大新
天等
渝中
万州
涪陵
大渡口
江北
沙坪坝
九龙坡
南岸
北碚
綦江
大足
渝北
巴南
黔江
长寿
江津
合川
永川
南川
璧山
铜梁
潼南
荣昌
开州
梁平
武隆
城口
丰都
垫江
忠县
云阳
奉节
巫山
巫溪
石柱
秀山
酉阳
彭水
武侯
锦江
青羊
金牛
成华
龙泉驿
青白江
新都
温江
双流
郫都
金堂
大邑
蒲江
新津
自流井
贡井
沿滩
荣县
富顺
东区
仁和
米易
盐边
江阳
纳溪
龙马潭
泸县
合江
叙永
古蔺
旌阳
罗江
中江
涪城
游仙
安州
三台
盐亭
梓潼
平武
北川
利州
昭化
朝天
旺苍
青川
剑阁
苍溪
船山
安居
蓬溪
射洪
大英
市中
威远
资中
市中
沙湾
五通桥
金口河
犍为
井研
夹江
沐川
峨边
马边
顺庆
高坪
嘉陵
南部
营山
蓬安
仪陇
西充
东坡
彭山
仁寿
洪雅
丹棱
青神
翠屏
南溪
叙州
江安
长宁
高县
珙县
筠连
兴文
屏山
前锋
岳池
武胜
邻水
通川
达川
宣汉
开江
大竹
渠县
雨城
名山
荥经
汉源
石棉
芦山
宝兴
巴州
恩阳
通江
南江
平昌
雁江
乐至
安岳
汶川
理县
茂县
松潘
九寨沟
金川
小金
黑水
壤塘
阿坝
若尔盖
红原
泸定
丹巴
九龙
雅江
道孚
炉霍
甘孜
新龙
德格
白玉
石渠
色达
理塘
巴塘
乡城
稻城
得荣
盐源
德昌
会理
会东
宁南
普格
布拖
金阳
昭觉
喜德
冕宁
越西
甘洛
美姑
雷波
木里
观山湖
南明
云岩
花溪
乌当
白云
开阳
息烽
修文
钟山
水城
六枝特
汇川
红花岗
播州
桐梓
绥阳
正安
凤冈
湄潭
余庆
习水
道真
务川
西秀
平坝
普定
镇宁
关岭
紫云
七星关
大方
黔西
金沙
织金
纳雍
赫章
威宁
碧江
万山
江口
石阡
思南
德江
玉屏
印江
沿河
松桃
普安
晴隆
贞丰
望谟
册亨
安龙
黄平
施秉
三穗
镇远
岑巩
天柱
锦屏
剑河
台江
黎平
榕江
从江
雷山
麻江
丹寨
荔波
贵定
瓮安
独山
平塘
罗甸
长顺
龙里
惠水
三都
呈贡
五华
盘龙
官渡
西山
东川
晋宁
富民
宜良
嵩明
石林
禄劝
寻甸
麒麟
沾益
马龙
陆良
师宗
罗平
富源
会泽
红塔
江川
澄江
通海
华宁
易门
峨山
新平
元江
隆阳
施甸
龙陵
昌宁
昭阳
鲁甸
巧家
盐津
大关
永善
绥江
镇雄
彝良
威信
古城
永胜
华坪
玉龙
宁蒗
思茅
宁洱
墨江
景东
景谷
镇沅
江城
孟连
澜沧
西盟
临翔
凤庆
云县
永德
镇康
双江
耿马
沧源
双柏
牟定
南华
姚安
大姚
永仁
元谋
武定
禄丰
建水
石屏
泸西
元阳
红河
绿春
屏边
金平
河口
砚山
西畴
麻栗坡
马关
丘北
广南
富宁
勐海
勐腊
祥云
宾川
弥渡
永平
云龙
洱源
剑川
鹤庆
漾濞
南涧
巍山
梁河
盈江
陇川
福贡
贡山
兰坪
德钦
维西
城关
堆龙德庆
达孜
林周
当雄
尼木
曲水
墨竹工卡
桑珠孜
南木林
江孜
定日
萨迦
拉孜
昂仁
谢通门
白朗
仁布
康马
定结
仲巴
亚东
吉隆
聂拉木
萨嘎
岗巴
卡若
江达
贡觉
类乌齐
丁青
察雅
八宿
左贡
芒康
洛隆
边坝
巴宜
工布江达
米林
墨脱
波密
察隅
朗县
乃东
扎囊
贡嘎
桑日
琼结
曲松
措美
洛扎
加查
隆子
错那
浪卡子
色尼
嘉黎
比如
聂荣
安多
申扎
索县
班戈
巴青
尼玛
双湖
噶尔
普兰
札达
日土
革吉
改则
措勤
未央
新城
碑林
莲湖
灞桥
雁塔
阎良
临潼
长安
高陵
鄠邑
蓝田
周至
耀州
王益
印台
宜君
金台
渭滨
陈仓
凤翔
岐山
扶风
眉县
陇县
千阳
麟游
凤县
太白
秦都
杨陵
渭城
三原
泾阳
乾县
礼泉
永寿
长武
旬邑
淳化
武功
临渭
华州
潼关
大荔
合阳
澄城
蒲城
白水
富平
宝塔
安塞
延长
延川
子长
志丹
吴起
甘泉
富县
洛川
宜川
黄龙
黄陵
汉台
南郑
城固
洋县
西乡
勉县
宁强
略阳
镇巴
留坝
佛坪
榆阳
府谷
横山
靖边
定边
绥德
米脂
佳县
吴堡
清涧
子洲
汉滨
汉阴
石泉
宁陕
紫阳
岚皋
平利
镇坪
旬阳
白河
商州
洛南
丹凤
商南
山阳
镇安
柞水
城关
七里河
西固
红古
永登
皋兰
榆中
金川
永昌
平川
靖远
会宁
景泰
秦州
麦积
清水
秦安
甘谷
武山
张家川
凉州
民勤
古浪
天祝
甘州
民乐
临泽
高台
山丹
肃南裕固族
崆峒
泾川
灵台
崇信
庄浪
静宁
肃州
金塔
瓜州
肃北族
阿克塞
西峰
庆城
环县
华池
合水
正宁
宁县
镇原
安定
通渭
陇西
渭源
临洮
漳县
岷县
武都
成县
文县
宕昌
康县
西和
礼县
徽县
两当
康乐
永靖
广河
和政
东乡族
积石山
临潭
卓尼
舟曲
迭部
玛曲
碌曲
夏河
城中
城东
城西
城北
湟中
湟源
大通
乐都
平安
民和
互助
化隆
循化
海晏
祁连
刚察
门源
同仁
尖扎
泽库
河南族
共和
同德
贵德
兴海
贵南
玛沁
班玛
甘德
达日
久治
玛多
杂多
称多
治多
囊谦
曲麻莱
乌兰
都兰
天峻
金凤
兴庆
西夏
永宁
贺兰
大武口
惠农
平罗
利通
红寺堡
盐池
同心
原州
西吉
隆德
泾源
彭阳
沙坡头
中宁
海原
中西
东区
九龙城
观塘
深水埗
湾仔
黄大仙
油尖旺
离岛
葵青
西贡
沙田
屯门
大埔
荃湾
元朗
中原
二七
管城
金水
上街
惠济
中牟
鼓楼
龙亭
顺河
禹王台
祥符
杞县
通许
尉氏
兰考
西工
老城
瀍河
涧西
吉利
洛龙
孟津
新安
栾川
嵩县
汝阳
宜阳
洛宁
伊川
新华
卫东
石龙
湛河
宝丰
叶县
鲁山
郏县
北关
文峰
殷都
龙安
汤阴
滑县
内黄
淇滨
山城
浚县
淇县
卫滨
红旗
凤泉
牧野
辉市
获嘉
原阳
延津
封丘
长垣
解放
中站
马村
山阳
修武
博爱
武陟
温县
华龙
清丰
南乐
范县
台前
魏都
建安
鄢陵
襄城
郾城
源汇
召陵
舞阳
临颍
湖滨
陕州
渑池
卢氏
卧龙
宛城
南召
方城
西峡
镇平
内乡
淅川
社旗
唐河
新野
桐柏
梁园
睢阳
民权
睢县
宁陵
柘城
虞城
夏邑
浉河
平桥
罗山
光山
新县
商城
固始
潢川
淮滨
息县
川汇
扶沟
西华
商水
沈丘
郸城
淮阳
太康
鹿邑
驿城
西平
上蔡
平舆
正阳
确山
泌阳
汝南
遂平
新蔡
江岸
江汉
硚口
汉阳
武昌
青山
洪山
东西湖
汉南
蔡甸
江夏
黄陂
新洲
下陆
黄石港
西塞山
铁山
阳新
茅箭
张湾
郧阳
郧西
竹山
竹溪
房县
西陵
伍家岗
点军
猇亭
夷陵
远安
兴山
秭归
长阳
五峰
襄城
樊城
襄州
南漳
谷城
保康
鄂城
梁子湖
华容
东宝
掇刀
沙洋
孝南
孝昌
大悟
云梦
沙市
公安
监利
江陵
黄州
团风
红安
罗田
英山
浠水
蕲春
黄梅
咸安
嘉鱼
通城
崇阳
通山
曾都
随县
建始
巴东
宣恩
咸丰
来凤
鹤峰
神农架林
龙华
秀英
琼山
美兰
吉阳
海棠
天涯
崖州
定安
屯昌
澄迈
临高
白沙
昌江
乐东
陵水
保亭
琼中
天山
沙依巴克
新市
水磨沟
头屯河
达坂城
米东
独山子
白碱滩
乌尔禾
高昌
鄯善
托克逊
伊州
伊吾
巴里坤哈萨克
温宿
库车
沙雅
新和
拜城
乌什
阿瓦提
柯坪
疏附
疏勒
英吉沙
泽普
莎车
叶城
麦盖提
岳普湖
伽师
巴楚
塔什库尔干
墨玉
皮山
洛浦
策勒
于田
民丰
呼图壁
玛纳斯
奇台
吉木萨尔
木垒哈萨克
精河
温泉
轮台
尉犁
若羌
且末
和静
和硕
博湖
焉耆
阿克陶
阿合奇
乌恰
霍城
巩留
新源
昭苏
特克斯
尼勒克
察布查尔锡伯
额敏
沙湾
托里
裕民
和布克赛尔
布尔津
富蕴
福海
哈巴河
青河
吉木乃
